naive_sub_mean,naive_depth_mean,naive_sub_median,naive_depth_median,naive_sub_max,naive_depth_max,simple_sub_mean,simple_depth_mean,simple_sub_median,simple_depth_median,simple_sub_max,simple_depth_max
1134.140625,28.296875,526.5,31.0,8915,41,12.21875,4.609375,13.0,5.0,25,7
1129.625,28.296875,484.5,31.0,8915,41,12.21875,4.609375,13.0,5.0,25,7
1161.75,28.296875,484.5,31.0,8915,41,12.109375,4.5625,13.0,5.0,25,7
1140.875,27.984375,448.0,30.0,8915,41,12.046875,4.546875,13.0,5.0,25,7
1152.109375,28.359375,484.5,31.0,8915,41,12.09375,4.546875,13.0,5.0,25,7
1126.515625,27.828125,448.0,31.0,8915,40,11.984375,4.515625,13.0,5.0,25,7
1091.75,27.828125,448.0,31.0,8915,40,12.171875,4.546875,13.0,5.0,25,7
1064.65625,27.6875,427.0,30.0,8915,40,12.21875,4.5625,13.0,5.0,25,7
1056.09375,27.46875,421.0,30.0,8915,40,12.0625,4.515625,13.0,5.0,25,7
1099.953125,27.984375,427.0,31.0,8915,40,12.296875,4.59375,13.0,5.0,25,7
969.421875,27.75,421.0,30.0,8915,40,12.1875,4.5625,13.0,5.0,25,7
983.765625,28.0,427.0,31.0,8915,40,12.3125,4.609375,13.0,5.0,25,7
1064.296875,28.3125,427.0,31.0,8915,40,12.3125,4.609375,13.0,5.0,25,7
1098.5,28.640625,448.0,31.0,8915,40,12.234375,4.59375,13.0,5.0,25,7
1191.546875,28.90625,448.0,31.5,8915,42,12.59375,4.703125,13.0,5.0,25,7
1185.625,28.671875,427.0,31.0,8915,42,13.03125,4.8125,13.0,5.0,25,7
1174.8125,28.234375,421.0,31.0,8915,42,12.90625,4.78125,13.0,5.0,25,7
1265.734375,28.34375,427.0,31.0,8915,42,12.765625,4.75,13.0,5.0,25,7
1291.140625,28.640625,448.0,31.0,8915,42,12.765625,4.75,13.0,5.0,25,7
1304.1875,28.6875,448.0,31.0,8915,42,12.765625,4.75,13.0,5.0,25,7
1338.765625,29.0,484.5,31.0,8915,42,13.078125,4.828125,13.0,5.0,25,7
1336.546875,28.84375,484.5,31.0,8915,42,12.5625,4.734375,13.0,5.0,25,7
1349.265625,28.984375,511.5,31.5,8915,42,12.71875,4.765625,13.0,5.0,25,7
1560.296875,29.390625,545.0,32.0,8915,42,12.5625,4.734375,13.0,5.0,25,7
1602.9375,29.375,578.0,32.0,8915,42,12.5,4.71875,13.0,5.0,25,7
1542.6875,29.046875,545.0,32.0,8915,42,11.984375,4.5625,13.0,5.0,25,7
1544.171875,29.0625,545.0,32.0,8915,42,11.9375,4.5625,13.0,5.0,25,7
1529.65625,28.859375,511.5,31.5,8915,42,11.40625,4.453125,13.0,5.0,25,7
1407.0,28.359375,503.0,31.0,8915,40,11.609375,4.5,13.0,5.0,25,7
1374.78125,28.171875,481.5,30.0,8915,40,11.71875,4.53125,13.0,5.0,25,7
1399.6875,28.90625,511.5,31.0,8915,40,11.609375,4.5,13.0,5.0,25,7
1280.515625,29.0,511.5,31.0,8915,40,11.875,4.546875,13.0,5.0,25,7
1275.734375,28.671875,526.5,31.0,8915,40,11.75,4.515625,13.0,5.0,25,7
1261.640625,28.265625,511.5,30.0,8915,40,11.359375,4.453125,13.0,5.0,25,7
1417.84375,28.625,554.5,31.0,8915,40,11.3125,4.4375,13.0,5.0,25,7
1449.328125,28.703125,578.0,31.5,8915,40,11.078125,4.375,12.5,5.0,25,7
1457.765625,28.78125,578.0,31.5,8915,40,11.4375,4.4375,13.0,5.0,25,7
1530.53125,29.125,583.5,32.0,8915,40,11.515625,4.484375,13.0,5.0,25,7
1492.625,29.125,583.5,32.0,8915,41,11.484375,4.46875,13.0,5.0,25,7
1508.375,29.34375,630.0,32.0,8915,41,11.515625,4.46875,13.0,5.0,25,7
1513.515625,29.5,630.0,33.0,8915,41,11.578125,4.484375,13.0,5.0,25,7
1534.40625,29.6875,676.5,33.5,8915,41,11.578125,4.453125,13.0,5.0,25,7
1538.765625,29.828125,670.0,32.5,8915,41,11.765625,4.5,13.0,5.0,25,7
1537.046875,29.609375,670.0,32.5,8915,41,11.578125,4.453125,13.0,5.0,25,7
1581.96875,29.578125,670.0,32.5,8915,41,11.53125,4.4375,13.0,5.0,25,7
1334.71875,29.15625,583.5,31.5,8915,41,11.4375,4.421875,13.0,5.0,25,7
1351.625,29.109375,578.0,32.0,8915,41,11.375,4.40625,13.0,5.0,25,7
1247.546875,28.84375,572.0,31.5,8915,41,11.3125,4.390625,13.0,5.0,25,7
1205.453125,28.5625,544.0,31.0,8915,41,11.296875,4.390625,13.0,5.0,25,7
1216.4375,28.75,545.0,31.5,8915,41,11.078125,4.34375,13.0,5.0,25,7
1234.140625,29.015625,583.5,31.5,8915,41,11.40625,4.4375,13.0,5.0,25,7
1268.328125,29.390625,647.0,32.0,8915,41,11.21875,4.40625,13.0,5.0,25,7
1271.625,29.203125,647.0,32.0,8915,41,11.078125,4.375,13.0,5.0,25,7
1272.59375,29.25,647.0,32.0,8915,41,11.203125,4.421875,13.0,5.0,25,7
1266.90625,29.578125,647.0,32.5,8915,41,11.390625,4.46875,13.0,5.0,25,7
1528.578125,29.671875,647.0,32.5,17690,41,11.390625,4.453125,13.0,5.0,25,7
1519.953125,29.59375,584.0,32.5,17690,41,11.25,4.421875,13.0,5.0,25,7
1512.859375,29.234375,584.0,32.0,17690,41,11.328125,4.453125,13.0,5.0,25,7
1497.4375,29.109375,583.5,31.5,17690,41,11.125,4.375,13.0,5.0,25,7
1283.140625,28.75,578.0,31.0,17690,41,11.15625,4.375,13.0,5.0,25,7
1266.25,28.5625,578.0,31.0,17690,41,11.171875,4.40625,13.0,5.0,25,7
1282.296875,28.6875,583.5,31.0,17690,41,11.3125,4.421875,13.0,5.0,25,7
1272.34375,28.28125,578.0,31.0,17690,41,10.953125,4.296875,13.0,5.0,25,7
1256.390625,27.828125,511.5,31.0,17690,41,10.90625,4.28125,13.0,5.0,25,7
1242.53125,27.546875,484.5,30.5,17690,41,10.875,4.28125,13.0,5.0,25,7
1266.40625,28.109375,511.5,31.0,17690,41,10.859375,4.265625,13.0,5.0,25,7
1248.46875,27.8125,484.5,30.5,17690,41,10.71875,4.25,12.5,5.0,25,7
1547.0,28.078125,484.5,31.0,19752,41,10.84375,4.265625,13.0,5.0,25,7
1530.46875,28.046875,462.5,30.5,19752,41,10.796875,4.234375,12.5,5.0,25,7
1531.359375,28.125,462.5,30.5,19752,41,10.9375,4.265625,13.0,5.0,25,7
989.953125,27.890625,450.5,30.0,8402,41,10.828125,4.25,13.0,5.0,25,7
1003.84375,27.9375,462.5,30.5,8402,41,10.8125,4.25,13.0,5.0,25,7
1014.84375,28.171875,484.5,31.0,8402,41,11.015625,4.3125,13.0,5.0,25,7
990.890625,28.203125,462.5,30.5,8402,41,11.140625,4.34375,13.0,5.0,25,7
958.078125,28.28125,450.5,30.5,8402,41,11.09375,4.34375,13.0,5.0,25,7
1059.5625,28.421875,462.5,31.0,8402,41,11.125,4.359375,13.0,5.0,25,7
1067.546875,28.546875,484.5,31.0,8402,41,11.203125,4.375,13.0,5.0,25,7
1033.578125,28.34375,462.5,31.0,8402,41,11.265625,4.390625,13.0,5.0,25,7
1043.421875,28.640625,462.5,31.0,8402,41,11.359375,4.421875,13.0,5.0,25,7
1100.75,28.609375,450.5,31.0,8402,41,11.3125,4.421875,13.0,5.0,25,7
1088.296875,28.171875,430.0,30.5,8402,41,11.40625,4.453125,13.0,5.0,25,7
1150.953125,28.546875,430.0,31.0,8402,41,11.34375,4.453125,13.0,5.0,25,7
1275.0625,29.109375,462.5,31.0,8402,41,11.4375,4.46875,13.0,5.0,25,7
1279.015625,29.3125,462.5,31.0,8402,41,11.21875,4.40625,13.0,5.0,25,7
1287.734375,29.609375,490.0,31.0,8402,41,11.203125,4.390625,13.0,5.0,25,7
1293.21875,29.625,541.0,31.5,8402,41,10.890625,4.28125,13.0,5.0,25,7
1284.6875,29.421875,490.0,31.5,8402,41,11.109375,4.375,13.0,5.0,25,7
1249.8125,28.5,450.5,31.0,8402,41,11.03125,4.375,13.0,5.0,25,7
1263.9375,29.046875,462.5,31.0,8402,41,11.390625,4.484375,13.0,5.0,25,7
1274.28125,29.46875,490.0,31.5,8402,41,11.421875,4.484375,13.0,5.0,25,7
1325.21875,29.265625,462.5,31.0,9044,41,11.578125,4.515625,13.0,5.0,25,7
1346.375,29.71875,490.0,31.5,9044,41,11.40625,4.46875,13.0,5.0,25,7
1339.25,29.34375,462.5,31.0,9044,41,11.96875,4.59375,13.0,5.0,29,7
1338.03125,29.046875,462.5,31.5,9044,41,11.9375,4.578125,13.0,5.0,29,7
1225.140625,28.6875,450.5,31.0,9044,41,12.25,4.6875,13.0,5.0,29,7
1214.921875,28.46875,430.0,31.0,9044,41,11.75,4.578125,13.0,5.0,25,7
1167.859375,27.6875,394.5,31.0,9044,41,11.53125,4.53125,13.0,5.0,25,7
1177.34375,27.6875,394.5,31.0,9044,41,11.546875,4.546875,13.0,5.0,25,7
1286.5625,28.328125,450.5,31.0,9044,41,11.671875,4.578125,13.0,5.0,25,7
1282.09375,27.84375,426.0,31.0,9044,41,11.453125,4.515625,13.0,5.0,25,7
1306.828125,28.09375,426.0,31.0,9044,41,11.71875,4.609375,13.0,5.0,25,7
1171.765625,27.71875,426.0,30.5,8402,41,11.40625,4.53125,13.0,5.0,25,7
1170.046875,27.75,394.5,30.0,8402,41,11.25,4.484375,13.0,5.0,25,7
1194.828125,27.6875,394.5,30.5,8402,41,11.1875,4.46875,13.0,5.0,25,7
1142.0625,27.125,373.0,29.5,8402,41,10.953125,4.40625,13.0,5.0,25,7
1291.34375,27.65625,394.5,31.0,8402,41,11.0,4.40625,13.0,5.0,25,7
1313.5,27.71875,394.5,31.0,8402,41,11.203125,4.46875,13.0,5.0,25,7
1364.5625,28.359375,426.0,31.0,8402,41,11.6875,4.578125,13.0,5.0,25,7
1356.234375,28.21875,394.5,31.0,8402,41,11.703125,4.578125,13.0,5.0,25,7
1312.515625,27.96875,373.0,31.0,8402,41,11.5625,4.546875,13.0,5.0,25,7
1155.890625,27.171875,365.0,29.5,8402,41,11.4375,4.515625,13.0,5.0,25,7
1152.8125,27.125,365.0,29.5,8402,41,11.328125,4.46875,13.0,5.0,25,7
1154.765625,27.484375,365.0,29.5,8402,41,11.484375,4.53125,13.0,5.0,25,7
1158.515625,27.625,365.0,29.5,8402,41,11.40625,4.515625,13.0,5.0,25,7
1153.78125,27.34375,365.0,28.5,8402,41,11.359375,4.515625,13.0,5.0,25,7
1151.765625,27.015625,365.0,28.5,8402,41,11.109375,4.4375,13.0,5.0,25,7
1159.875,27.484375,368.0,29.5,8402,41,11.03125,4.390625,13.0,5.0,25,7
1148.234375,27.515625,365.0,28.5,8402,41,11.125,4.40625,13.0,5.0,25,7
1168.21875,27.484375,371.0,29.5,8402,41,11.234375,4.4375,13.0,5.0,25,7
1162.96875,27.421875,368.0,28.5,8402,41,11.265625,4.453125,13.0,5.0,25,7
1167.78125,27.390625,367.0,27.0,8402,41,11.421875,4.46875,13.0,5.0,25,7
1134.140625,26.78125,364.0,26.0,8402,41,11.375,4.453125,13.0,5.0,25,7
1114.453125,26.390625,364.0,26.0,8402,39,11.40625,4.453125,13.0,5.0,25,7
1118.78125,26.75,367.0,27.0,8402,39,11.578125,4.5,13.0,5.0,25,7
1128.3125,27.046875,367.0,28.5,8402,39,11.640625,4.5,13.0,5.0,25,7
1108.703125,26.71875,364.0,28.0,8402,39,11.4375,4.453125,13.0,5.0,25,7
1110.53125,26.875,364.0,28.0,8402,39,11.5625,4.484375,13.0,5.0,25,7
1103.703125,26.671875,338.0,27.0,8402,39,11.78125,4.546875,13.0,5.0,25,7
1307.859375,26.765625,367.0,27.0,11604,39,11.984375,4.625,13.0,5.0,25,7
1360.40625,27.21875,373.0,28.0,11604,40,12.046875,4.640625,13.0,5.0,25,7
1342.75,27.171875,367.0,27.0,11604,40,11.703125,4.578125,13.0,5.0,25,7
1250.015625,27.203125,364.0,26.0,11604,40,11.859375,4.625,13.0,5.0,25,7
1137.5,26.65625,335.5,26.0,11604,40,11.859375,4.609375,13.0,5.0,25,7
1112.75,26.40625,335.5,26.0,11604,40,12.15625,4.703125,13.0,5.0,25,7
1116.9375,26.515625,335.5,26.0,11604,40,11.96875,4.671875,13.0,5.0,25,7
1131.140625,26.8125,364.0,26.0,11604,40,12.15625,4.734375,13.0,5.0,25,7
1120.21875,26.453125,335.5,26.0,11604,40,12.03125,4.703125,13.0,5.0,25,7
1128.90625,26.53125,364.0,26.0,11604,40,11.96875,4.671875,13.0,5.0,25,7
1146.15625,26.96875,367.0,26.0,11604,40,12.0625,4.671875,13.0,5.0,25,7
1228.65625,27.140625,367.0,27.0,11604,40,11.8125,4.625,13.0,5.0,25,7
1260.890625,27.328125,373.0,28.0,11604,40,11.875,4.640625,13.0,5.0,25,7
1431.734375,27.5,394.5,28.0,11604,40,11.90625,4.640625,13.0,5.0,25,7
1351.015625,27.328125,373.0,28.0,11604,40,12.09375,4.671875,13.0,5.0,25,7
1454.171875,27.4375,373.0,28.0,11604,40,12.296875,4.71875,13.0,5.0,25,7
1460.984375,27.578125,394.5,28.5,11604,40,12.03125,4.625,13.0,5.0,25,7
1422.734375,27.28125,394.5,28.0,11604,40,11.875,4.578125,13.0,5.0,25,7
1424.71875,27.34375,394.5,28.5,11604,40,11.875,4.578125,13.0,5.0,25,7
1413.5,27.25,373.0,28.5,11604,40,11.6875,4.53125,13.0,5.0,25,7
1549.75,27.34375,407.5,29.0,11604,40,11.609375,4.5,13.0,5.0,25,7
1759.9375,27.5,439.0,29.0,13750,40,11.515625,4.46875,13.0,5.0,25,7
1734.484375,27.4375,398.5,29.0,13750,40,11.703125,4.515625,13.0,5.0,25,7
1743.96875,27.78125,430.0,29.0,13750,40,11.78125,4.53125,13.0,5.0,25,7
1700.140625,27.828125,430.0,29.0,13750,40,11.609375,4.46875,13.0,5.0,25,7
1671.015625,27.609375,398.5,29.0,13750,40,11.6875,4.515625,13.0,5.0,25,7
1856.515625,28.15625,439.0,29.5,13750,40,12.015625,4.578125,13.0,5.0,25,7
1855.578125,28.0625,439.0,29.5,13750,40,12.078125,4.59375,13.0,5.0,25,7
1891.453125,28.5,510.5,29.5,13750,40,11.9375,4.546875,13.0,5.0,25,7
1892.15625,28.640625,510.5,29.5,13750,40,12.09375,4.625,13.0,5.0,25,7
1890.640625,28.640625,478.0,29.0,13750,40,12.34375,4.703125,13.0,5.0,25,7
1891.09375,28.515625,526.0,29.0,13750,40,12.4375,4.734375,13.0,5.0,25,7
1817.65625,28.375,526.0,29.0,13750,40,12.28125,4.703125,13.0,5.0,25,7
1820.59375,28.375,554.0,29.0,13750,40,12.25,4.703125,13.0,5.0,25,7
1825.65625,28.328125,578.0,29.0,13750,40,12.125,4.671875,13.0,5.0,25,7
1823.953125,28.21875,554.0,29.0,13750,40,12.34375,4.734375,13.0,5.0,25,7
1646.53125,28.046875,554.0,29.0,11604,40,12.21875,4.6875,13.0,5.0,25,7
1656.796875,28.359375,554.0,29.0,11604,40,12.21875,4.6875,13.0,5.0,25,7
1677.75,28.671875,578.0,29.5,11604,40,12.390625,4.71875,13.0,5.0,25,7
1654.734375,28.296875,554.0,29.5,11604,40,12.25,4.671875,13.0,5.0,25,7
1566.078125,27.96875,526.0,29.0,11604,40,12.015625,4.625,13.0,5.0,25,7
1675.171875,28.453125,554.0,29.5,11604,40,12.015625,4.65625,13.0,5.0,25,7
1630.765625,28.5625,554.0,29.5,11604,40,12.25,4.71875,13.0,5.0,25,7
1635.515625,28.8125,554.0,29.5,11604,40,12.28125,4.71875,13.0,5.0,25,7
1630.59375,28.671875,554.0,29.0,11604,40,12.09375,4.65625,13.0,5.0,25,7
1576.1875,28.21875,526.0,29.0,11604,40,12.203125,4.671875,13.0,5.0,25,7
1567.8125,27.921875,526.0,29.0,11604,40,12.078125,4.65625,13.0,5.0,25,7
1580.9375,28.03125,526.0,29.0,11604,40,11.84375,4.609375,13.0,5.0,25,7
1654.6875,28.171875,526.0,29.0,11604,40,11.578125,4.5625,13.0,5.0,25,7
1654.28125,28.140625,554.0,29.0,11604,40,11.671875,4.59375,13.0,5.0,25,7
1648.4375,27.9375,526.0,29.0,11604,40,11.46875,4.53125,13.0,5.0,25,7
1664.484375,28.078125,526.0,29.0,11604,40,11.609375,4.546875,13.0,5.0,25,7
1678.65625,28.15625,554.0,29.0,11604,47,11.46875,4.515625,13.0,5.0,25,7
1722.03125,28.546875,573.0,30.0,11604,47,11.8125,4.578125,13.0,5.0,25,7
1782.828125,28.875,578.5,31.0,11604,47,11.609375,4.53125,13.0,5.0,25,7
1797.125,29.640625,578.5,31.0,11604,47,11.671875,4.515625,13.0,5.0,25,7
1775.28125,29.421875,573.0,31.0,11604,47,11.671875,4.515625,13.0,5.0,25,7
1793.078125,29.296875,578.5,31.0,11604,47,11.65625,4.5,13.0,5.0,25,7
1816.453125,29.46875,608.0,31.5,11604,47,11.65625,4.5,13.0,5.0,25,7
1846.640625,29.765625,667.5,32.0,11604,47,11.703125,4.515625,13.0,5.0,25,7
1799.921875,29.078125,578.5,31.0,11604,47,11.609375,4.484375,13.0,5.0,25,7
1805.984375,29.09375,608.0,31.5,11604,47,11.8125,4.546875,13.0,5.0,25,7
1790.890625,29.265625,578.5,31.5,11604,47,12.21875,4.640625,13.0,5.0,25,7
1679.046875,29.15625,578.5,31.0,11604,47,11.96875,4.5625,13.0,5.0,25,7
1684.734375,29.234375,578.5,31.5,11604,47,12.109375,4.625,13.0,5.0,25,7
1628.640625,28.59375,554.0,30.5,11604,47,12.234375,4.640625,13.0,5.0,25,7
1609.265625,27.859375,523.0,30.0,11604,47,12.046875,4.578125,13.0,5.0,25,7
1605.109375,27.90625,506.5,30.0,11604,47,12.140625,4.59375,13.0,5.0,25,7
1609.25,28.03125,523.0,30.0,11604,47,12.296875,4.671875,13.0,5.0,25,7
1607.234375,27.78125,523.0,30.0,11604,47,12.046875,4.59375,13.0,5.0,25,7
1600.34375,27.546875,520.0,30.0,11604,47,11.953125,4.5625,13.0,5.0,25,7
1584.8125,27.328125,503.0,30.0,11604,47,11.953125,4.546875,13.0,5.0,25,7
1610.359375,27.8125,520.0,30.5,11604,47,12.0,4.546875,13.0,5.0,25,7
1608.59375,27.828125,520.0,31.0,11604,47,11.9375,4.53125,13.0,5.0,25,7
1573.34375,27.859375,503.0,31.5,11604,47,11.828125,4.53125,13.0,5.0,25,7
1568.234375,27.484375,482.5,30.5,11604,47,11.75,4.5,13.0,5.0,25,7
1565.234375,27.671875,482.5,30.5,11604,47,11.953125,4.546875,13.0,5.0,25,7
1643.3125,27.703125,482.5,30.5,11604,47,11.875,4.546875,13.0,5.0,25,7
1857.8125,28.171875,503.0,31.5,13793,47,11.921875,4.578125,13.0,5.0,25,7
1884.421875,28.546875,526.0,32.0,13793,47,12.0,4.59375,13.0,5.0,25,7
1896.921875,28.8125,551.0,32.0,13793,47,12.171875,4.671875,13.0,5.0,25,7
1900.390625,28.75,551.0,32.0,13793,47,12.015625,4.625,13.0,5.0,25,7
1888.421875,28.71875,526.0,32.0,13793,47,11.796875,4.5625,13.0,5.0,25,7
1862.59375,28.546875,520.0,32.0,13793,47,11.765625,4.546875,13.0,5.0,25,7
1945.015625,28.953125,526.0,32.0,13793,47,11.71875,4.546875,13.0,5.0,25,7
1984.734375,28.9375,526.0,32.0,13793,47,11.625,4.515625,13.0,5.0,25,7
1913.4375,29.09375,526.0,32.0,13793,47,11.765625,4.5625,13.0,5.0,25,7
2075.140625,28.859375,520.0,32.0,15007,47,11.609375,4.53125,13.0,5.0,25,7
2131.328125,28.828125,520.0,32.0,15007,47,11.5625,4.53125,13.0,5.0,25,7
2109.515625,28.46875,503.0,31.0,15007,47,11.484375,4.515625,13.0,5.0,25,7
2150.34375,28.84375,526.0,31.5,15007,47,11.796875,4.578125,13.0,5.0,31,8
2146.078125,28.734375,526.0,31.5,15007,47,11.875,4.59375,13.0,5.0,31,8
2110.984375,28.21875,520.0,31.0,15007,47,11.25,4.46875,13.0,5.0,25,7
2167.328125,28.609375,526.0,31.0,15007,47,11.265625,4.46875,13.0,5.0,25,7
2170.828125,28.6875,526.0,32.0,15007,47,11.65625,4.546875,13.0,5.0,25,7
2189.765625,29.0,551.0,32.0,15007,47,11.5625,4.5,13.0,5.0,25,7
2191.609375,29.140625,551.0,32.0,15007,47,11.4375,4.4375,13.0,5.0,25,7
2255.984375,29.5625,703.0,32.5,15007,47,11.71875,4.515625,13.0,5.0,25,7
2283.53125,30.359375,751.5,33.0,15007,47,11.765625,4.53125,13.0,5.0,25,7
2274.96875,30.21875,703.0,33.0,15007,47,12.0,4.59375,13.0,5.0,25,7
2273.296875,30.546875,703.0,33.0,15007,47,11.84375,4.546875,13.0,5.0,25,7
2277.203125,30.65625,703.0,33.0,15007,47,11.796875,4.53125,13.0,5.0,25,7
2390.25,31.140625,751.5,33.0,15007,47,12.265625,4.65625,13.0,5.0,25,7
2410.578125,30.96875,803.5,33.0,15007,47,12.171875,4.640625,13.0,5.0,25,7
2439.28125,30.875,824.0,33.0,15007,47,11.96875,4.5625,13.0,5.0,25,7
2242.5,30.28125,751.5,33.0,15007,47,12.140625,4.625,13.0,5.0,25,7
2071.296875,30.171875,751.5,33.0,15007,47,11.984375,4.609375,13.0,5.0,25,7
2047.921875,29.828125,703.0,33.0,15007,47,12.0625,4.609375,13.0,5.0,25,7
2079.578125,30.171875,803.5,33.0,15007,47,12.046875,4.609375,13.0,5.0,25,7
2043.71875,29.796875,751.5,33.0,15007,47,12.0,4.609375,13.0,5.0,25,7
2069.234375,29.953125,803.5,33.0,15007,47,12.140625,4.671875,13.0,5.0,25,7
1975.984375,29.234375,703.0,32.5,15007,47,11.984375,4.625,13.0,5.0,25,7
1975.265625,29.171875,703.0,32.5,15007,47,11.796875,4.578125,13.0,5.0,25,7
1957.875,28.4375,703.0,32.5,15007,47,11.421875,4.453125,13.0,5.0,25,7
